category,altLabel
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",Army
"Politics, law and economics/International relations",Military forces
"Politics, law and economics/International relations",Military personnel
"Politics, law and economics/International relations",Soldiers
"Politics, law and economics/International relations",Gradual disarmament
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",International equilibrium
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",Dispute settlement
"Politics, law and economics/International relations",Civil defence
"Politics, law and economics/International relations",Military defence
"Politics, law and economics/International relations",Preventive diplomacy
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",Blockades
"Politics, law and economics/International relations",Embargoes
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",Humanitarian action
"Politics, law and economics/International relations",Humanitarian aid
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",International assistance
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",Collective security
"Politics, law and economics/International relations",Humanitarianism
"Politics, law and economics/International relations",World solidarity
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",NGOs
"Politics, law and economics/International relations",Voluntary organizations
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",Peacekeeping forces
"Politics, law and economics/International relations",Peacekeeping operations
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",International regional organizations
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",Armed conflicts
"Politics, law and economics/International relations",Invasion
"Politics, law and economics/International relations",War aggression
"Politics, law and economics/International relations",Conflict affected countries
"Politics, law and economics/International relations",
"Politics, law and economics/International relations",War wounded
"Politics, law and economics/International relations",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Dependency theory
"Politics, law and economics/Economics",Economic dependence
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Economic measurement
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Economic psychology
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Equilibrium theory
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Growth theory
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Regional integration
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Deflation
"Politics, law and economics/Economics",Economic crisis
"Politics, law and economics/Economics",Economic depression
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Green growth
"Politics, law and economics/Economics",Sustainable economy
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Income redistribution
"Politics, law and economics/Economics",Wealth distribution
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Black economy
"Politics, law and economics/Economics",Informal economy
"Politics, law and economics/Economics",Unofficial economy
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",International economy
"Politics, law and economics/Economics",World economy
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Capitalist systems
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Cartels
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Centrally planned economy
"Politics, law and economics/Economics",Poverty eradication
"Politics, law and economics/Economics",Poverty reduction
"Politics, law and economics/Economics",Price control
"Politics, law and economics/Economics",Price stabilization
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Private property
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Denationalization
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Government ownership
"Politics, law and economics/Economics",State ownership
"Politics, law and economics/Economics",PPPs
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Cost of living index
"Politics, law and economics/Economics",Economic indicators
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",
"Politics, law and economics/Economics",Demand
"Politics, law and economics/Economics",Supply
"Politics, law and economics/Economics",
"Politics, law and economics/Economic and social development",Human needs
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",Capacity development
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",Development patterns
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",National planning
"Politics, law and economics/Economic and social development",National plans
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",Expert missions
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",Capital aid
"Politics, law and economics/Economic and social development",Financial assistance
"Politics, law and economics/Economic and social development",Financial support
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",People centered development
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",Grassroots development
"Politics, law and economics/Economic and social development",Local development
"Politics, law and economics/Economic and social development",Popular participation
"Politics, law and economics/Economic and social development",Public participation
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Economic and social development",Post-conflict reconstruction
"Politics, law and economics/Economic and social development",Alternative development
"Politics, law and economics/Economic and social development",Ecodevelopment
"Politics, law and economics/Economic and social development",Environmental sustainability
"Politics, law and economics/Economic and social development",Technical assistance
"Politics, law and economics/Economic and social development",Conditional aid
"Politics, law and economics/Economic and social development",Economic underdevelopment
"Politics, law and economics/Economic and social development",
"Politics, law and economics/Agriculture",Agrarian systems
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",Agricultural banks
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",Food policy
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",Agrisilviculture
"Politics, law and economics/Agriculture",Forest farming
"Politics, law and economics/Agriculture",Fish farming
"Politics, law and economics/Agriculture",Freshwater fish culture
"Politics, law and economics/Agriculture",Cropping systems
"Politics, law and economics/Agriculture",Cultivation systems
"Politics, law and economics/Agriculture",Farming systems
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",Dry land agriculture
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",Afforestation
"Politics, law and economics/Agriculture",Reforestation
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",Pasture
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",Market gardening
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",Landfill
"Politics, law and economics/Agriculture",Agrarian reform
"Politics, law and economics/Agriculture",Land distribution
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",Insect control
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",Coastal fishing
"Politics, law and economics/Agriculture",Deep sea fishing
"Politics, law and economics/Agriculture",Marine fishing
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",
"Politics, law and economics/Agriculture",Oenology
"Politics, law and economics/Agriculture",Vinification
"Politics, law and economics/Agriculture",Wine making
"Politics, law and economics/Agriculture",Wine production
"Politics, law and economics/Industry",
"Politics, law and economics/Industry",Agricultural industry
"Politics, law and economics/Industry",
"Politics, law and economics/Industry",
"Politics, law and economics/Industry",Building industry
"Politics, law and economics/Industry",
"Politics, law and economics/Industry",
"Politics, law and economics/Industry",Computer industry
"Politics, law and economics/Industry",
"Politics, law and economics/Industry",
"Politics, law and economics/Industry",Industrial growth
"Politics, law and economics/Industry",
"Politics, law and economics/Industry",
"Politics, law and economics/Industry",
"Politics, law and economics/Industry",
"Politics, law and economics/Industry",Industrial revolution
"Politics, law and economics/Industry",
"Politics, law and economics/Industry",Corporate mergers
"Politics, law and economics/Industry",
"Politics, law and economics/Industry",Oil industry
"Politics, law and economics/Industry",Drug firms
"Politics, law and economics/Industry",pharmaceutical companies
"Politics, law and economics/Industry",
"Politics, law and economics/Industry",
"Politics, law and economics/Industry",
"Politics, law and economics/Industry",Cottage industry
"Politics, law and economics/Industry",Clothing industry
"Politics, law and economics/Industry",Textile technology
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",Architectural design
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",Mapping
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",Coastal erosion control
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",Land drainage
"Politics, law and economics/Civil, military and mining engineering",Earthquake protection
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",Gravimetric prospecting
"Politics, law and economics/Civil, military and mining engineering",Seismic prospecting
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",Irrigation canals
"Politics, law and economics/Civil, military and mining engineering",Irrigation engineering
"Politics, law and economics/Civil, military and mining engineering",Irrigation systems
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",Military tactics
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",Deep sea mining
"Politics, law and economics/Civil, military and mining engineering",Offshore drilling
"Politics, law and economics/Civil, military and mining engineering",Underwater mining
"Politics, law and economics/Civil, military and mining engineering",Underwater oil and gas extraction
"Politics, law and economics/Civil, military and mining engineering",Structural analysis
"Politics, law and economics/Civil, military and mining engineering",Roofs
"Politics, law and economics/Civil, military and mining engineering",Walls
"Politics, law and economics/Civil, military and mining engineering",Windows
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Civil, military and mining engineering",
"Politics, law and economics/Manufacturing and transport engineering",Aerospace technology
"Politics, law and economics/Manufacturing and transport engineering",Ventilation
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",Human engineering
"Politics, law and economics/Manufacturing and transport engineering",Human factors engineering
"Politics, law and economics/Manufacturing and transport engineering",Coal technology
"Politics, law and economics/Manufacturing and transport engineering",Gas technology
"Politics, law and economics/Manufacturing and transport engineering",Petroleum technology
"Politics, law and economics/Manufacturing and transport engineering",Genetically engineered organisms
"Politics, law and economics/Manufacturing and transport engineering",Genetically modified crops
"Politics, law and economics/Manufacturing and transport engineering",Genetically modified food
"Politics, law and economics/Manufacturing and transport engineering",GMOs
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",Human computer interface
"Politics, law and economics/Manufacturing and transport engineering",Man machine systems
"Politics, law and economics/Manufacturing and transport engineering",Maintenance engineering
"Politics, law and economics/Manufacturing and transport engineering",Repair
"Politics, law and economics/Manufacturing and transport engineering",Naval engineering
"Politics, law and economics/Manufacturing and transport engineering",Ocean engineering
"Politics, law and economics/Manufacturing and transport engineering",Materials science
"Politics, law and economics/Manufacturing and transport engineering",Materials technology
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",Nuclear accidents
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",Paper industry
"Politics, law and economics/Manufacturing and transport engineering",Pulp technology
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",Industrial engineering
"Politics, law and economics/Manufacturing and transport engineering",Production processes
"Politics, law and economics/Manufacturing and transport engineering",Production technology
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",Space flight
"Politics, law and economics/Manufacturing and transport engineering",
"Politics, law and economics/Manufacturing and transport engineering",Wood crafting
"Politics, law and economics/Manufacturing and transport engineering",Wood carving
"Politics, law and economics/Materials and products",Adobe construction
"Politics, law and economics/Materials and products",Sun baked bricks
"Politics, law and economics/Materials and products",Beer
"Politics, law and economics/Materials and products",Spirits
"Politics, law and economics/Materials and products",Wine
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",Drinks
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",Ceramics technology
"Politics, law and economics/Materials and products",Grain crops
"Politics, law and economics/Materials and products",Fuelwood
"Politics, law and economics/Materials and products",Kaolin
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",Manure
"Politics, law and economics/Materials and products",Natural fibres
"Politics, law and economics/Materials and products",Synthetic fibres
"Politics, law and economics/Materials and products",Seafood
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",Food products
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",Limestone
"Politics, law and economics/Materials and products",Farm animals
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",Insecticides
"Politics, law and economics/Materials and products",Crude oils
"Politics, law and economics/Materials and products",Fossile fuels
"Politics, law and economics/Materials and products",Gasoline
"Politics, law and economics/Materials and products",Mineral oils
"Politics, law and economics/Materials and products",Bitumens
"Politics, law and economics/Materials and products",Petrochemicals
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",Spices
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",Cane sugar
"Politics, law and economics/Materials and products",Sugar cane
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",
"Politics, law and economics/Materials and products",Palm oils
"Politics, law and economics/Materials and products",Legumes
"Politics, law and economics/Materials and products",Wood products
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",Satellite links
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",Ports
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",Floats
"Politics, law and economics/Equipment and facilities",Pipes
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",Factories
"Politics, law and economics/Equipment and facilities",Robots
"Politics, law and economics/Equipment and facilities",Laboratory instruments
"Politics, law and economics/Equipment and facilities",Antipersonnel mines
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",Gauges
"Politics, law and economics/Equipment and facilities",Precision instruments
"Politics, law and economics/Equipment and facilities",Medical instruments
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",Electron microscopes
"Politics, law and economics/Equipment and facilities",Microscopy
"Politics, law and economics/Equipment and facilities",Ballistic missiles
"Politics, law and economics/Equipment and facilities",Automobiles
"Politics, law and economics/Equipment and facilities",Cars
"Politics, law and economics/Equipment and facilities",Trucks
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",Fusion reactors
"Politics, law and economics/Equipment and facilities",Atomic bomb
"Politics, law and economics/Equipment and facilities",Atomic weapons
"Politics, law and economics/Equipment and facilities",Weapons of mass destruction
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",Oceanographic instruments
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",Lenses
"Politics, law and economics/Equipment and facilities",Mirrors
"Politics, law and economics/Equipment and facilities",Telescopes
"Politics, law and economics/Equipment and facilities",Cyclotrons
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",Research vessels
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",Scientific journals
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",Seismographs
"Politics, law and economics/Equipment and facilities",Vessels
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",Space observatories
"Politics, law and economics/Equipment and facilities",Space vehicles
"Politics, law and economics/Equipment and facilities",Mass spectroscopy
"Politics, law and economics/Equipment and facilities",Spectophotography
"Politics, law and economics/Equipment and facilities",Spectrography
"Politics, law and economics/Equipment and facilities",Spectroscopy
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",Clocks
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",Alarm systems
"Politics, law and economics/Equipment and facilities",Warning devices
"Politics, law and economics/Equipment and facilities",
"Politics, law and economics/Equipment and facilities",Armaments
"Politics, law and economics/Services",
"Politics, law and economics/Services",
"Politics, law and economics/Services",
"Politics, law and economics/Services",
"Politics, law and economics/Services",
"Politics, law and economics/Services",
"Politics, law and economics/Services",Sea transport
"Politics, law and economics/Services",Shipping industry
"Politics, law and economics/Services",
"Politics, law and economics/Services",
"Politics, law and economics/Services",
"Politics, law and economics/Services",
"Politics, law and economics/Services",
"Politics, law and economics/Services",
"Politics, law and economics/Services",
"Politics, law and economics/Services",
"Politics, law and economics/Services",
"Politics, law and economics/Services",International travel
"Politics, law and economics/Services",
"Politics, law and economics/Services",
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Exportation
"Politics, law and economics/Finance and trade",Importation
"Politics, law and economics/Finance and trade",Banking
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Fundraising
"Politics, law and economics/Finance and trade",Pledges
"Politics, law and economics/Finance and trade",Voluntary contributions
"Politics, law and economics/Finance and trade",Budgeting
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Users
"Politics, law and economics/Finance and trade",Cost analysis
"Politics, law and economics/Finance and trade",Costing
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Expenditure cuts
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Customs duties
"Politics, law and economics/Finance and trade",Debt for equity swap
"Politics, law and economics/Finance and trade",Debt for nature swap
"Politics, law and economics/Finance and trade",Debt refinancing
"Politics, law and economics/Finance and trade",Debt renegotiation
"Politics, law and economics/Finance and trade",Debt reorganization
"Politics, law and economics/Finance and trade",Debt rescheduling
"Politics, law and economics/Finance and trade",Debt reimbursement
"Politics, law and economics/Finance and trade",Debt repayment
"Politics, law and economics/Finance and trade",Liabilities (economic)
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",E-commerce
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Debt crisis
"Politics, law and economics/Finance and trade",Indebtedness
"Politics, law and economics/Finance and trade",Financial management
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Capital markets
"Politics, law and economics/Finance and trade",Stock exchange
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Balance sheets
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Tax policy
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Foreign capital
"Politics, law and economics/Finance and trade",FDI
"Politics, law and economics/Finance and trade",Foreign direct investment
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Allowances
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Insurance companies
"Politics, law and economics/Finance and trade",International finance
"Politics, law and economics/Finance and trade",Foreign trade
"Politics, law and economics/Finance and trade",World trade
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Metropolitan finance
"Politics, law and economics/Finance and trade",Market studies
"Politics, law and economics/Finance and trade",Market surveys
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Sales promotion
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Microfinance
"Politics, law and economics/Finance and trade",Military spending
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Profitability
"Politics, law and economics/Finance and trade",Protectionist measures
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Public spending
"Politics, law and economics/Finance and trade",Government finance
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Government assistance
"Politics, law and economics/Finance and trade",National budget
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Tariff barriers
"Politics, law and economics/Finance and trade",Tax exemption
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Finance and trade",Commercial policy
"Politics, law and economics/Finance and trade",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",Commissions
"Politics, law and economics/Organization and management",Committees
"Politics, law and economics/Organization and management",Councils
"Politics, law and economics/Organization and management",Organizational structure
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",Business administration
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",Statistical decision
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",Production control
"Politics, law and economics/Organization and management",Production management
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",Mathematical programming
"Politics, law and economics/Organization and management",Management control
"Politics, law and economics/Organization and management",Goal setting
"Politics, law and economics/Organization and management",Critical path analysis
"Politics, law and economics/Organization and management",PERT
"Politics, law and economics/Organization and management",Foundations
"Politics, law and economics/Organization and management",Trusts
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",Method study
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",Planning systems
