category,label
Science/Mathematics and statistics,Multivariate analysis
Countries and country groupings/Americas and the Caribbean,Dominican Republic
Countries and country groupings/Asia and the Pacific,South East Asia
"Politics, law and economics/International relations",Peace
Science/Earth sciences,Seismic areas
Social and human sciences/Population,Preschool children
Science/Science and research management,Technology transfer services
"Politics, law and economics/Legal systems",Territorial waters
Education/Educational systems and levels,Technical and vocational education
Education/Teaching and training,Demonstrations (educational)
Culture/History,Epigraphy
Science/Meteorology,Antarctic regions
Science/Scientific approach,Evaluation
Science/Earth sciences,Laterites
Social and human sciences/Social systems,Youth activities
Science/Science and research management,Digital divide
Culture/Religion,Religious discrimination
Education/Educational population,Trainees
Information and communication/Information technology (hardware),Fax
Education/Educational policy,School integration
Science/Meteorology,Arctic regions
Science/Earth sciences,Soil erosion
Education/Educational institutions,Open plan schools
Education/Educational administration,Teacher status
"Science/Pollution, disasters and safety",Forest fires
"Politics, law and economics/Labour",Employment services
Culture/Cultural policy and planning,Conservation techniques
"Politics, law and economics/International relations",Peacekeeping
Science/Physical sciences,Aerodynamics
Science/Geography and oceanography,Aegean Sea
Science/Natural resources,Energy resources
Social and human sciences/Social sciences,Ethnology
Culture/Languages,Lao
Social and human sciences/Family,Parent child relationship
Culture/Languages,Vietnamese
"Politics, law and economics/Finance and trade",Electronic commerce
"Politics, law and economics/Materials and products",Chemicals
Culture/Cultural policy and planning,Cultural management
Education/Teaching and training,Literacy methods
Information and communication/Information sources,Audiovisual materials
Science/Biology,Biochemicals
"Politics, law and economics/Politics and government",Resistance to oppression
Culture/Languages,Albanian
Education/Educational systems and levels,Rural education
"Politics, law and economics/Legal systems",Natural law
Science/Natural sciences,Aquatic animals
Information and communication/Information technology (software),Encoding
"Science/Pollution, disasters and safety",Pollution
"Politics, law and economics/Materials and products",Fibres
Education/Educational facilities,Classrooms
"Politics, law and economics/Economic and social development",Human security
Culture/Linguistics,Spoken language
Information and communication/Information sources,Guidebooks
Culture/Literature,Literary forms and genres
Science/Biology,Bioethics
Information and communication/Communication research and policy,Group communication
Education/Educational policy,Educational reform
Education/Basic and general study subjects,Biology education
Countries and country groupings/Europe,Turkmen SSR
Science/Pathology,Occupational diseases
Information and communication/Information sources,Recordings
Science/Meteorology,Bioclimatology
Countries and country groupings/Europe,Western Europe
Science/Science and research management,Applied research
Science/Pathology,Diseases
Science/Geography and oceanography,Oceanographic measurement
Science/Earth sciences,Glaciers
"Politics, law and economics/Economic and social development",Development indicators
Culture/Performing arts,Contemporary theatre
Social and human sciences/Social systems,Aristocracy
Science/Earth sciences,Land subsidence
Information and communication/Communication research and policy,Communication
Science/Natural resources,Ecological balance
"Politics, law and economics/Human rights",Genocide
Information and communication/Information management,Information/library legislation
Science/Medical sciences,Health policy
Science/Chemical sciences,Oxygen
"Politics, law and economics/Equipment and facilities",Microscopes
"Politics, law and economics/Personnel management",Mentoring
Information and communication/Documentary information systems,Document delivery
Culture/History,Contemporary history
"Politics, law and economics/International relations",International organizations
"Politics, law and economics/Industry",Industrial production
Science/Science and research management,Science policy
Culture/Cultural policy and planning,Digital heritage
Culture/Languages,Austronesian and Oceanic languages
"Politics, law and economics/Legal systems",State liability
Countries and country groupings/Americas and the Caribbean,Colombia
Information and communication/Communication research and policy,Press ethics
"Politics, law and economics/Equipment and facilities",Measuring instruments
"Politics, law and economics/Finance and trade",Currencies
"Politics, law and economics/Legal systems",Consensus
Social and human sciences/Ethnic questions,Roma
Science/Medical sciences,Clinical medicine
"Politics, law and economics/Human rights",Equal opportunity
"Politics, law and economics/Labour",Full employment
Education/Basic and general study subjects,Home economics education
"Politics, law and economics/Materials and products",Crops
Education/Educational administration,Educational organizations
Information and communication/Information sources,Directories
"Politics, law and economics/Materials and products",Composite materials
Information and communication/Information technology (hardware),Integrated circuits
Education/Educational management,Student housing
Culture/Culture,Cultural inequality
"Politics, law and economics/Equipment and facilities",Seismological observatories
Social and human sciences/Psychology,Sleep
"Politics, law and economics/Economics",Economic structure
Education/Educational institutions,Journalist schools
Science/Natural resources,Plant ecology
Education/Educational planning,School age population
Countries and country groupings/Europe,North Macedonia
Culture/Languages,Tigrinya
Culture/Linguistics,Linguistic research
Science/Chemical sciences,Carbon
Education/Educational sciences and environment,Comprehension
"Politics, law and economics/Services",Urban transport
Culture/Cultural policy and planning,Masks
"Politics, law and economics/Economics",Economic behaviour
Science/Physical sciences,Humidity
Information and communication/Communication research and policy,Legal deposit
Countries and country groupings/Europe,Monaco
Education/Technical and vocational study subjects,Cultural agents training
Culture/Literature,Comics
Science/Medical sciences,Food control
Social and human sciences/Social policy and welfare,Legal aid
Education/Educational policy,Educational experiments
Culture/Museums,Museum cooperation
Information and communication/Documentary information systems,Government libraries
Culture/Museums,Art collections
Social and human sciences/Human settlements and land use,Open spaces
Science/Environmental sciences and engineering,Ecology
Science/Pathology,Malaria
Culture/Museums,Science museums
"Science/Pollution, disasters and safety",Ozone depletion
"Politics, law and economics/Agriculture",Dry farming
"Politics, law and economics/Politics and government",Democracy
Science/Natural resources,Aquatic ecosystems
Science/Science and research management,Science finance
Culture/Linguistics,Written language
Education/Educational systems and levels,Private education
Education/Basic and general study subjects,Speech education
Information and communication/Information technology (software),Robotics
Education/Educational facilities,Teaching guides
Education/Educational systems and levels,Workers education
"Politics, law and economics/Manufacturing and transport engineering",Carpentry
Countries and country groupings/Americas and the Caribbean,Peru
Social and human sciences/Ethnic questions,Tribes
Culture/Languages,Greek (modern)
Culture/Languages,Papuan languages
Culture/Languages,Yiddish
Science/Earth sciences,Soil conservation
Culture/Languages,Melanesian
Education/Educational facilities,Educational equipment
"Politics, law and economics/Agriculture",Winemaking
Science/Environmental sciences and engineering,Energy supply
"Politics, law and economics/Equipment and facilities",Ships
Culture/Philosophy and ethics,Individualism
Culture/Religion,Religious sects
"Science/Pollution, disasters and safety",Agricultural wastes
Culture/History,Historical sociology
Culture/Visual arts,Handicrafts
Social and human sciences/Human settlements and land use,Rural sociology
"Politics, law and economics/Economic and social development",Civil society
"Politics, law and economics/Economics",Wealth
Science/Science and research management,Know-how transfer
Social and human sciences/Family,Working mothers
"Politics, law and economics/Politics and government",Oppression
Science/Earth sciences,Igneous rocks
"Politics, law and economics/Economics",Economic legislation
Science/Mathematics and statistics,Regression analysis
"Politics, law and economics/Manufacturing and transport engineering",Nuclear engineering
Education/Educational population,Out of school youth
"Politics, law and economics/Legal systems",Public law
Education/Educational management,Admission requirements
Education/Educational evaluation,Oral examinations
Education/Teaching and training,Study service (higher education)
"Politics, law and economics/Legal systems",International law
Science/Pathology,Infectious diseases
Information and communication/Information sources,Albums
"Politics, law and economics/Agriculture",Shifting cultivation
"Politics, law and economics/Legal systems",Prisons
Information and communication/Information sciences,Bibliographic standards
Social and human sciences/Ethnic questions,Inuit
Science/Geography and oceanography,Bering Sea
"Politics, law and economics/Legal systems",Administrative law
"Politics, law and economics/Economic and social development",Experts
Education/Curriculum,Integrated curriculum
Information and communication/Information technology (hardware),Computer networks
Countries and country groupings/Africa,Niger
Social and human sciences/Human settlements and land use,Regional economy
Culture/Culture,Cultural revolution
Science/Hydrology,Runoff
Education/Technical and vocational study subjects,Book production training
Culture/Philosophy and ethics,Sociology of knowledge
Science/Natural sciences,Zoology
Culture/Culture,Culture
Culture/History,History
Culture/Leisure,Leisure
Culture/Linguistics,Linguistics
Culture/Literature,Literature
Culture/Museums,Museums
Culture/Performing arts,Performing arts
Culture/Religion,Religion
Culture/Visual arts,Visual arts
"Politics, law and economics/Industry",Food industry
"Politics, law and economics/Labour",Underemployment
Culture/Languages,Tamil
Culture/Culture,Cultural isolation
Education/Educational planning,Enrolment
Science/Geography and oceanography,Geography
Countries and country groupings/Asia and the Pacific,United Arab Emirates
"Politics, law and economics/Politics and government",Nazism
"Politics, law and economics/Finance and trade",Liquidity
Information and communication/Information sciences,Subject headings
Education/Curriculum,Elective courses
Science/Physical sciences,Energy conversion
Science/Earth sciences,Sands
Information and communication/Information industry,Television
Science/Chemical sciences,Chemical analysis
"Politics, law and economics/Finance and trade",Costs
Culture/Languages,Byelorussian
Information and communication/Information industry,Newspaper press
Science/Geography and oceanography,Political geography
"Politics, law and economics/Agriculture",Land reform
Education/Educational systems and levels,Part time education
Information and communication/Information sciences,Classification systems
Culture/Linguistics,Modern languages
Social and human sciences/Social systems,Nation building
Social and human sciences/Population,Illegal immigration
Social and human sciences/Psychology,Individual differences
Science/Science and research management,Technology assessment
"Politics, law and economics/Economic and social development",Food aid
Information and communication/Information sources,Books
Education/Educational planning,Literacy programmes
Education/Educational administration,Local educational bodies
"Politics, law and economics/Economics",Poverty alleviation
Culture/Performing arts,Classical music
Countries and country groupings/Asia and the Pacific,Jordan
Information and communication/Information sources,Guides
"Politics, law and economics/Legal systems",Public domain
"Politics, law and economics/Legal systems",Piracy
Culture/Religion,Shamanism
"Politics, law and economics/Services",Travel abroad
Science/Physical sciences,Rheology
Social and human sciences/Population,Population problems
Information and communication/Information industry,Television stations
"Politics, law and economics/Human rights",Linguistic rights
Science/Medical sciences,Therapy
Culture/Museums,National museums
"Politics, law and economics/Economics",Cost of living
Culture/Cultural policy and planning,Documentary heritage
"Politics, law and economics/Services",Hotel industry
"Politics, law and economics/Finance and trade",Trade
Social and human sciences/Social problems,Homeless
"Politics, law and economics/Equipment and facilities",Meteorological satellites
Culture/Religion,Christianity
"Politics, law and economics/Materials and products",Plant products
Social and human sciences/Social sciences,Social science organizations
Science/Science and research management,Interdisciplinary research
Education/Educational management,Educational leave
Culture/Languages,Asian languages
"Politics, law and economics/Human rights",Collective human rights
Culture/Performing arts,Films
Social and human sciences/Social problems,Addiction
Culture/Culture,Cultural differentiation
Countries and country groupings/Africa,Eritrea
Education/Educational population,Educational administrators
Education/Teaching and training,Role playing
"Politics, law and economics/Civil, military and mining engineering",Civil engineering
Information and communication/Information technology (software),Open source software
Education/Educational management,Secondary school leaving
Countries and country groupings/Europe,Sweden
Social and human sciences/Family,Family
Social and human sciences/Population,Population
Social and human sciences/Psychology,Psychology
Social and human sciences/Social problems,Social problems
Social and human sciences/Social sciences,Social sciences
Social and human sciences/Social systems,Social systems
Information and communication/Information technology (hardware),Computer output microforms
Culture/Philosophy and ethics,Value judgment
Social and human sciences/Social systems,Nations
Information and communication/Communication research and policy,Correspondence
Social and human sciences/Social policy and welfare,Social justice
Culture/Cultural policy and planning,Movable cultural property
"Politics, law and economics/Politics and government",Ombudsman
"Politics, law and economics/Agriculture",Food production
Social and human sciences/Social systems,Nonindustrialized societies
Countries and country groupings/Africa,Sahara
Social and human sciences/Human settlements and land use,Rural extension
Education/Educational sciences and environment,Educational sociology
Education/Educational sciences and environment,Parent school relationship
Science/Geography and oceanography,Baltic Sea
"Politics, law and economics/Finance and trade",Protectionism
Information and communication/Documentary information systems,Sound libraries
Culture/History,Arab history
"Politics, law and economics/International relations",International politics
Science/Natural sciences,Aquatic plants
Science/Environmental sciences and engineering,Environmental ethics
Culture/Linguistics,Translation services
Social and human sciences/Population,Population decrease
Information and communication/Information technology (software),Closed circuit television
"Politics, law and economics/Agriculture",Aquaculture
Education/Educational planning,Student mobility
"Politics, law and economics/Materials and products",Textiles
Education/Basic and general study subjects,Handwriting instruction
Culture/Visual arts,Illustration
Information and communication/Communication research and policy,Economics of communication
Culture/Linguistics,Comparative linguistics
Science/Scientific approach,Science and society
Culture/History,Archaeological sites
"Politics, law and economics/Manufacturing and transport engineering",Shipbuilding
"Politics, law and economics/Organization and management",Nonprofit organizations
"Politics, law and economics/Politics and government",Liberation movements
Science/Scientific approach,Experimental methods
Countries and country groupings/Americas and the Caribbean,Bahamas
Social and human sciences/Psychology,Attitudes
Culture/History,African history
"Politics, law and economics/International relations",Peace research
Social and human sciences/Social systems,Target groups
"Politics, law and economics/Materials and products",Petroleum products
Education/Educational population,Primary school teachers
Culture/Languages,Bantu languages
Information and communication/Information industry,Illustration printing
Science/Biology,Breast feeding
Science/Medical sciences,Occupational medicine
Culture/Cultural policy and planning,Cultural property preservation
Information and communication/Documentary information processing,Dissemination of knowledge
Science/Natural sciences,Species
Countries and country groupings/Europe,Estonian SSR
Science/Mathematics and statistics,Topology
Information and communication/Information technology (software),Teleconferencing
Education/Educational population,Teacher aides
Science/Hydrology,Water consumption
Culture/Culture,Cultural diversity
Countries and country groupings/Europe,Romania
Culture/Performing arts,History of cinema
"Politics, law and economics/Manufacturing and transport engineering",Cloning
Countries and country groupings/Asia and the Pacific,Micronesia
Countries and country groupings/Africa,North Africa
"Politics, law and economics/Organization and management",Associations
Science/Chemical sciences,Electrons
Education/Teaching and training,Audiovisual instruction
Science/Biology,Embryos
Culture/Linguistics,Symbolic languages
Social and human sciences/Human settlements and land use,Regional disparities
"Politics, law and economics/Economic and social development",Country programming
"Politics, law and economics/Materials and products",Bricks
Countries and country groupings/Europe,Andorra
Education/Technical and vocational study subjects,Engineering education
Culture/Performing arts,Film festivals
"Science/Pollution, disasters and safety",Tsunami
Culture/Linguistics,Vocabularies
"Politics, law and economics/Personnel management",Occupational safety
Education/Educational population,Secondary school teachers
Information and communication/Documentary information processing,Information processing
Countries and country groupings/Europe,San Marino
Information and communication/Information sources,Periodicals
Countries and country groupings/Europe,Serbia
"Politics, law and economics/Politics and government",Political conflicts
Education/Educational policy,Church and education
"Politics, law and economics/Economics",Economic concentration
"Politics, law and economics/Finance and trade",Public finance
Social and human sciences/Population,Commuting
"Politics, law and economics/Legal systems",Labour law
Social and human sciences/Psychology,Memorization
"Politics, law and economics/Legal systems",Copyright transfer
Culture/Culture,Incas
Countries and country groupings/Americas and the Caribbean,French Guiana
Education/Educational population,Secondary school students
Education/Technical and vocational study subjects,Film making training
"Politics, law and economics/Agriculture",Agricultural prices
Science/Hydrology,Water storage
Education/Technical and vocational study subjects,Journalist education
Information and communication/Information sources,Mission reports
Education/Educational systems and levels,Consumer education
Science/Hydrology,Aquifers
Education/Educational planning,Educational needs
Countries and country groupings/Political groupings,ASEAN countries
Countries and country groupings/Economic groupings,Small states
Education/Educational systems and levels,Migrant education
Science/Mathematics and statistics,Arithmetic
Education/Educational policy,Universal education
Countries and country groupings/Africa,Mauritania
"Politics, law and economics/Manufacturing and transport engineering",Packaging
Social and human sciences/Population,Homemakers
Science/Scientific approach,Scientific methods
Education/Educational systems and levels,Compensatory education
Education/Educational facilities,School buildings
"Politics, law and economics/Politics and government",Political power
"Politics, law and economics/Legal systems",Legal procedure
Information and communication/Information sciences,Microfiches
Culture/Museums,Museum economics
"Politics, law and economics/Equipment and facilities",Astronomical observatories
Science/Biology,Human biology
Culture/Languages,Lingala
Culture/Art,Theatre directors
"Politics, law and economics/Organization and management",Public utilities
Education/Teaching and training,Tutoring
Science/Natural resources,Solar energy
Science/Biology,Evolution
Culture/Languages,Galician
Countries and country groupings/Europe,Moldavian SSR
Science/Science and research management,Engineers
"Politics, law and economics/Manufacturing and transport engineering",Space technology
Science/Medical sciences,Dentistry
Culture/Languages,Eurasian and North Asian languages
Culture/Museums,Museum laboratories
"Politics, law and economics/Economic and social development",Consultants
Education/Educational institutions,Teacher education schools
Culture/Literature,European literature
Science/Hydrology,Water sampling
"Politics, law and economics/Politics and government",Self government
Culture/Literature,Prose
Science/Physical sciences,X-rays
"Politics, law and economics/Industry",Industry
"Politics, law and economics/Economic and social development",Economic and social development
"Politics, law and economics/Agriculture",Agriculture
Culture/Culture,Cultural creation
"Politics, law and economics/Economics",Economics
"Politics, law and economics/Personnel management",Personnel management
"Politics, law and economics/Human rights",Human rights
"Politics, law and economics/International relations",International relations
"Politics, law and economics/Labour",Labour
"Politics, law and economics/Legal systems",Legal systems
Science/Geography and oceanography,Topography
Science/Pathology,Psychoses
Education/Educational planning,Repetition rate
Culture/Languages,Ewe
Science/Science and research management,Diffusion of technology
Information and communication/Documentary information systems,Information/library networks
Science/Biology,Anatomy
Science/Meteorology,Polar regions
Culture/History,Dating
Education/Educational planning,Enrolment ratio
Culture/Art,Folk art
Education/Educational administration,Educational autonomy
Science/Earth sciences,Soils
Science/Natural resources,Endangered species
Social and human sciences/Social policy and welfare,Social needs
"Politics, law and economics/Materials and products",Coffee
Education/Basic and general study subjects,Physics education
"Politics, law and economics/Labour",Labour market
Science/Geography and oceanography,Arctic Ocean
Science/Science and research management,Scientific researchers
"Politics, law and economics/Politics and government",Local government
Information and communication/Information industry,Local press
Culture/Religion,Clergy
Culture/Cultural policy and planning,Dissemination of culture
Culture/Leisure,Cultural tourism
Information and communication/Information technology (software),Communication technology
Social and human sciences/Social systems,Interpersonal relations
"Politics, law and economics/Economics",Globalization
Social and human sciences/Population,Migration policy
Social and human sciences/Social problems,Mentally disabled
Countries and country groupings/Americas and the Caribbean,Nicaragua
"Politics, law and economics/Politics and government",Governance
Countries and country groupings/Americas and the Caribbean,Panama
"Politics, law and economics/Civil, military and mining engineering",Construction engineering
Culture/Philosophy and ethics,Empiricism
Culture/Languages,Tswana
Countries and country groupings/Europe,Faroes
Science/Natural resources,Biosphere reserves
Social and human sciences/Social problems,Pornography
Culture/Culture,Dominant cultures
Science/Biology,Artificial procreation
Science/Medical sciences,Dietetics
"Politics, law and economics/Equipment and facilities",Aircraft
Information and communication/Communication research and policy,Communication programmes
Countries and country groupings/Europe,Holy See
Culture/Art,Works of art
Information and communication/Documentary information systems,Audiovisual archives
Education/Educational policy,Intercultural education
"Politics, law and economics/Organization and management",Project selection
Culture/Cultural policy and planning,Culture and development
Education/Educational management,Inclusive education
Culture/History,Modern history
Science/Mathematics and statistics,Algebra
Culture/Literature,Asian literature
Countries and country groupings/Asia and the Pacific,Myanmar
"Politics, law and economics/Organization and management",Bureaucracy
"Politics, law and economics/Economics",Cost benefit analysis
Social and human sciences/Psychology,Intolerance
Social and human sciences/Human settlements and land use,Regional planning
"Politics, law and economics/Industry",Industrial location
Culture/Religion,Theology
Education/Educational planning,Educational financial resources
Education/Teaching and training,Home study
"Politics, law and economics/Legal systems",Customary law
"Politics, law and economics/Equipment and facilities",Transport infrastructure
Information and communication/Communication research and policy,Audience rating
Social and human sciences/Psychology,Critical thinking
"Politics, law and economics/Organization and management",Organization and methods
"Politics, law and economics/Politics and government",Colonial countries
Science/Earth sciences,Saline soils
Information and communication/Documentary information systems,Legal information systems
Science/Meteorology,Climate
Culture/Art,Islamic art
"Politics, law and economics/Politics and government",Totalitarianism
Information and communication/Information technology (software),Computer graphics
"Politics, law and economics/Legal systems",Computer law
Science/Chemical sciences,Trace analysis
Culture/Languages,Tahitian
Culture/Art,Art imitations
"Politics, law and economics/Materials and products",Glass
"Politics, law and economics/Equipment and facilities",Weapons
Education/Educational facilities,Educational publications
"Politics, law and economics/Services",Rural transport
Education/Educational policy,Alternative education
Science/Environmental sciences and engineering,Aquatic environment
Culture/Cultural policy and planning,Cultural cooperation
Culture/Literature,Literary prizes
Education/Teaching and training,Peer teaching
Science/Natural resources,Food consumption
"Politics, law and economics/Legal systems",Constitutional law
Culture/Philosophy and ethics,Epistemology
Education/Educational population,Exceptional students
Information and communication/Information management,Archive legislation
"Politics, law and economics/Personnel management",Agricultural workers
Science/Medical sciences,Aerospace medicine
Education/Technical and vocational study subjects,TV/radio personnel training
Education/Basic and general study subjects,Development education
Social and human sciences/Human settlements and land use,Urban spaces
"Politics, law and economics/Politics and government",Political participation
Countries and country groupings/Africa,Libya
"Politics, law and economics/Materials and products",Food
Science/Science and research management,Technology transfer
Social and human sciences/Psychology,Self discipline
Culture/Languages,Maltese
"Politics, law and economics/Materials and products",Milk
Information and communication/Information management,Information user instruction
Information and communication/Information technology (software),High definition TV
Social and human sciences/Population,Nomadism
Education/Technical and vocational study subjects,Agricultural education
Social and human sciences/Ethnic questions,Racial segregation
Social and human sciences/Social sciences,Social research
Science/Biology,Mutation
Culture/Linguistics,Language preservation
"Politics, law and economics/Politics and government",Militarism
Culture/Leisure,Play
Education/Teaching and training,Lectures (teaching method)
Information and communication/Information industry,Programme exchange
Social and human sciences/Human settlements and land use,Community leaders
Social and human sciences/Human settlements and land use,Rural women
"Politics, law and economics/Labour",Human resources
Science/Chemical sciences,Biochemical analysis
Science/Meteorology,Tropical zones
Science/Earth sciences,Salt deposits
"Politics, law and economics/Finance and trade",Trade policy
Education/Educational sciences and environment,Educational interaction process
Culture/Cultural policy and planning,Cultural heritage
Culture/Languages,Armenian
Information and communication/Communication research and policy,Intercultural communication
Education/Technical and vocational study subjects,Library education
Education/Curriculum,University courses
Science/Natural sciences,Flora
Countries and country groupings/Americas and the Caribbean,Caribbean
Social and human sciences/Social problems,Suicide
Culture/Cultural policy and planning,Cultural indicators
Science/Scientific approach,Measuring methods
Education/Technical and vocational study subjects,Inservice teacher education
Education/Educational systems and levels,Correctional education
Education/Educational systems and levels,Womens education
Social and human sciences/Social policy and welfare,Social work
Science/Meteorology,Hydrological cycle
Science/Space sciences,Astronomy
Information and communication/Documentary information systems,Information/library facilities
Countries and country groupings/Political groupings,European Union
Science/Geography and oceanography,Caribbean Sea
Science/Meteorology,Snow
Culture/Languages,Germanic languages
Science/Geography and oceanography,Steppe
"Politics, law and economics/Manufacturing and transport engineering",Mechanical engineering
Science/Physical sciences,Fluid mechanics
Culture/Performing arts,Musical instruments
Education/Educational institutions,Higher education institutions
"Politics, law and economics/Human rights",Right to natural resources control
Education/Basic and general study subjects,Womens studies
Culture/Culture,Disappearing cultures
Culture/Philosophy and ethics,Ontology
Science/Space sciences,Gravitation
"Politics, law and economics/Labour",Employment
Social and human sciences/Social systems,Social structure
Education/Curriculum,Extracurricular activities
Education/Basic and general study subjects,Computer literacy
Culture/Culture,Iberian cultures
Information and communication/Information industry,National broadcasting
"Politics, law and economics/Organization and management",Programme planning
Education/Educational institutions,One teacher schools
"Politics, law and economics/Human rights",Right to life
Education/Educational policy,Right to education
Culture/Religion,Animism
Information and communication/Information technology (software),Office management
"Politics, law and economics/Manufacturing and transport engineering",Pharmaceutical technology
Culture/Culture,Civilization crises
"Politics, law and economics/Politics and government",Monarchy
Countries and country groupings/Political groupings,CIS countries
Social and human sciences/Social policy and welfare,Child welfare
"Politics, law and economics/Equipment and facilities",Submarines
Social and human sciences/Social systems,Social influence
Education/Educational facilities,Educational radio
Science/Scientific approach,Metric system
Science/Geography and oceanography,Deltas
Countries and country groupings/Asia and the Pacific,Turkey
"Politics, law and economics/Equipment and facilities",Research ships
Culture/Performing arts,Travelling theatre
Culture/Philosophy and ethics,Belief
Information and communication/Communication research and policy,Public opinion
Information and communication/Information management,Library extension
Science/Medical sciences,Endocrinology
Information and communication/Information sources,Abstracts
"Politics, law and economics/Economic and social development",Self reliance
"Politics, law and economics/Finance and trade",Banks
Education/Educational administration,University cooperation
Culture/Culture,Universal culture
Culture/Linguistics,Colloquial language
Culture/Cultural policy and planning,Excision
"Politics, law and economics/Economics",Production factors
Countries and country groupings/Africa,Saint Helena
"Politics, law and economics/Politics and government",Heads of state
Science/Medical sciences,Organ transplantation
Culture/Visual arts,Stained glass
Science/Mathematics and statistics,Correlation
Information and communication/Information sciences,Information/library standards
"Politics, law and economics/Finance and trade",Cost accounting
"Politics, law and economics/Labour",Employment opportunities
Culture/Cultural policy and planning,Cultural exchange
Science/Physical sciences,Electromagnetic waves
Culture/Museums,Museum statistics
Culture/Linguistics,Speech habits
Information and communication/Communication research and policy,Listening
"Politics, law and economics/Labour",Labour supply
Education/Educational institutions,Technological institutes
Culture/Languages,Chinese
Culture/Museums,Natural history museums
Information and communication/Communication research and policy,Communication psychology
Education/Teaching and training,Practical work (learning method)
Information and communication/Communication research and policy,Codes
Information and communication/Communication research and policy,Communication process
"Politics, law and economics/Services",Tourist industry
"Politics, law and economics/Human rights",Freedom of expression
"Politics, law and economics/Economic and social development",Women and development
"Politics, law and economics/Economics",Dual economy
Science/Scientific approach,Interdisciplinary approach
Social and human sciences/Human settlements and land use,Rural population
Countries and country groupings/Africa,Reunion
Culture/Philosophy and ethics,Existentialism
Science/Earth sciences,Geochemistry
Science/Physical sciences,Nuclear physics
Social and human sciences/Family,Mixed marriages
"Politics, law and economics/Agriculture",Forestry
Countries and country groupings/Asia and the Pacific,Uzbekistan
"Politics, law and economics/Agriculture",Deforestation
Culture/Visual arts,Tapestry
Information and communication/Information sciences,Automatic indexing
Social and human sciences/Social policy and welfare,Adoption
Education/Educational administration,Teacher mobility
Culture/Art,Sociology of art
Information and communication/Documentary information processing,Book selection
Culture/Visual arts,Plastic arts
Social and human sciences/Family,Family disorganization
"Politics, law and economics/Manufacturing and transport engineering",Marine engineering
"Politics, law and economics/Finance and trade",Subventions
Education/Curriculum,University curriculum
"Politics, law and economics/Personnel management",Labour standards
Science/Science and research management,Scientific cooperation
Social and human sciences/Family,Married women
Social and human sciences/Psychology,Developmental psychology
Culture/Art,Prehistoric art
Science/Physical sciences,Magnetohydrodynamics
Social and human sciences/Social problems,Educationally disadvantaged
Information and communication/Information management,Information users
Countries and country groupings/Americas and the Caribbean,Jamaica
Education/Educational sciences and environment,School discipline
Culture/Culture,Life styles
Science/Pathology,Parasitology
Science/Meteorology,Climatology
Social and human sciences/Social systems,Womens participation
Education/Educational planning,Dropout rate
Information and communication/Information sources,Sound recordings
Information and communication/Information sources,Nonbook materials
Culture/Linguistics,Semantics
Social and human sciences/Population,Population programmes
Science/Medical sciences,Vaccination
Social and human sciences/Social problems,Social conflicts
"Politics, law and economics/Agriculture",Agricultural research
"Politics, law and economics/Labour",Manpower needs
Education/Educational institutions,Information/library schools
Culture/Literature,Literary analysis
Education/Educational policy,Illiteracy
"Politics, law and economics/Economics",Income and wealth
Social and human sciences/Social systems,Social roles
"Politics, law and economics/Finance and trade",Debt service
Countries and country groupings/Economic groupings,Developing countries
Culture/Languages,French
Culture/History,National history
Education/Educational evaluation,University ranking
Social and human sciences/Social problems,Smoking
Information and communication/Information industry,Telecommunications industry
"Politics, law and economics/Economics",Economic recovery
Education/Educational evaluation,Reading ability
Information and communication/Information technology (hardware),Transistors
Science/Earth sciences,Thermal springs
Information and communication/Information sciences,Science popularization
Education/Teaching and training,Training courses
Social and human sciences/Social sciences,Sociology
Culture/Languages,Latin
Information and communication/Information management,Information user studies
Education/Educational systems and levels,Community education
"Politics, law and economics/Personnel management",Occupational qualifications
Countries and country groupings/Linguistic groupings,French speaking Africa
"Politics, law and economics/Services",Air transport
Information and communication/Information industry,Publishing
"Politics, law and economics/Human rights",Human rights violations
"Politics, law and economics/Organization and management",Game theory
Education/Basic and general study subjects,Population education
Culture/Languages,Wolof
Education/Basic and general study subjects,Environmental education
Culture/Languages,Romany language
Education/Educational management,Classes
Science/Geography and oceanography,Karst
Science/Physical sciences,Melting
Science/Hydrology,Drinking water
Science/Natural sciences,Animal diseases
Culture/Art,European art
Education/Educational planning,Teacher shortage
Science/Physical sciences,Diffusion
Culture/Languages,Yoruba
Education/Educational facilities,Educational films
Culture/Languages,Hebrew
"Politics, law and economics/Equipment and facilities",Oceanographic laboratories
"Politics, law and economics/Equipment and facilities",Military equipment
Social and human sciences/Human settlements and land use,Landscape design
Information and communication/Information sources,Conference papers
Education/Basic and general study subjects,Social studies
Social and human sciences/Social problems,Disabled war veterans
Countries and country groupings/Asia and the Pacific,Western Samoa
Culture/Languages,Fulfulde
Education/Educational systems and levels,Education of the deaf
Education/Basic and general study subjects,Disarmament education
Culture/Culture,Aztecs
Culture/Linguistics,International languages
Culture/Languages,Bulgarian
Social and human sciences/Psychology,Emotions
Countries and country groupings/Asia and the Pacific,Cook Islands
Education/Teaching and training,Self instruction
Culture/Museums,Ethnographic museums
Education/Educational evaluation,Academic standards
Science/Natural sciences,Medicinal plants
Countries and country groupings/Africa,Namibia
Science/Environmental sciences and engineering,Environmental management
"Politics, law and economics/Economic and social development",Development plans
Science/Natural sciences,Plant physiology
Culture/Cultural policy and planning,Cultural relations
Science/Scientific approach,Cross national analysis
